content,type
#林昀儒3比0格罗特# WTT仁川冠军赛单打1/16，@林昀儒 3-0战胜约纳坦·格罗特，晋级16强将对阵张禹珍和安宰贤之间的胜者，三局比分：11-7、11-7、11-9#仁川赛林昀儒晋级16强##WTT仁川冠军赛2024# ,体育
"#湖人战胜灰熊# NBA常规赛，湖人136-124战胜灰熊，拿到5连胜
湖人方面，浓眉缺阵，#八村垒32分#，#詹姆斯三双#詹姆斯23分14篮板12助攻，拉塞尔23分；
灰熊方面，贝恩26分16助攻， 拉拉维亚25分。
NBA
  
NBA的微博视频
 ",体育
#迪亚兹3比0王艾米# WTT仁川冠军赛单打1/16，@迪亚兹PR 3-0战胜王艾米，晋级16强将对阵斯佐科斯。三局比分：11-7、11-9、13-11#仁川赛迪亚兹晋级16强# #WTT仁川冠军赛2024# ,体育
"#羽毛球亚锦赛签表# 2024年亚洲羽毛球锦标赛将于4月9日至14日在浙江宁波举行。这也是亚洲地区羽毛球运动员争夺2024年巴黎奥运会参赛资格的最后一站积分赛。日前，本次亚锦赛签表出炉。国羽签表如下：
男单
石宇奇vs拉克什亚
翁泓阳vs周天成
陆光祖vs普兰诺伊
李诗沣vs Q
女单
何冰娇vs Q
王祉怡vs埃斯特
韩悦vs许玟琪
陈雨菲vs革通 
男双
陈柏阳/刘毅vs万伟聪/郑凯文
王昶/梁伟铿vs加拉吉/赛普拉斯
刘雨辰/欧烜屹vs阿琼/卡皮拉
何济霆/任翔宇vs Q
女双
陈清晨/贾一凡vs马亚萨里/苏吉亚托
郑雨/张殊贤vs Q
刘圣书/谭宁vs乔莉/普莱拉
李汶妹/刘玄炫vs张净惠/杨景淳
混双
郑思维/黄雅琼vs陈堂杰/杜依蔚
程星/陈芳卉vs Q
冯彦哲/黄东萍vs邱相杰/林筱闵
蒋振邦/魏雅欣vs吴顺发/赖洁敏 ",体育
"#林钟勋3比0郭勇# WTT仁川冠军赛单打1/16，林钟勋3-0战胜郭勇（三局比分：11-5、11-6、11-5）
林钟勋晋级16强将对阵马龙 #仁川赛林钟勋晋级16强# #马龙vs林钟勋# ",体育
"#律师说李铁状态平稳# 中国国家男子足球队原主教练李铁涉嫌受贿、行贿、单位行贿、非国家工作人员受贿、对非国家工作人员行贿案，将在湖北省咸宁市中级人民法院依法公开开庭审理，今日进行一审开庭。
李铁辩护律师接受采访透露：他的状态还是比较平稳的，昨天我们两位进行了开庭前的最后会见，状态还是比较平稳。(庭审）估计时间可能会比较长，但是会在今天开完。#李铁案一审今日开庭##李铁案今日开庭#",体育
"#陈戌源曾劝李铁退还4800万遭拒绝# 李铁案今天一审开庭
据足球报此前报道，李铁上任国足主帅后，武汉卓尔俱乐部仍要为其支付每年税后3000万人民币的巨额薪资。据陈戌源介绍，他曾力劝李铁把从武汉长江俱乐部收到的4800万人民币（3000万年薪和1800万签字费）退还给武汉长江俱乐部，因为这笔钱是在李铁已经到国家队主教练位置上后拿到的钱，不合规。但他的提议遭到了李铁拒绝，李铁不服气，甚至还搬出了当年广州恒大俱乐部在里皮到国家队上任后还给里皮支付部分薪水的事，来证明自己的做法并不违规。#李铁案一审今日开庭#",体育
"#勇士战胜魔术# NBA常规赛，勇士101-93魔术
勇士没有受到#格林开场4分钟被驱逐# 的影响，多点开花取得两位数优势，魔术并未放弃一直紧咬比分，关键时刻库里连得5分杀死比赛。
双方数据：#库里17分10助攻# 4板、维金斯23分6板；班凯罗15分8板5助、安东尼26分8板4助#库里晚安# 晚安奥兰多
 库里三分线外面对萨格斯三分稳稳命中锁定胜局，随后做出晚安手势！
NBA的微博视频",体育
"#杰士邦将赞助武汉三镇# 消息称，运动防护品牌、安全套生产商杰士邦将成为武汉三镇俱乐部胸前广告赞助商。
针对这则传闻，杰士邦相关人士表示，确实在与武汉三镇俱乐部进行实质性合作沟通，赞助金额、具体的合作方式等，杰士邦将会在与武汉三镇的沟通落定后向大家公布。 
杰士邦总公司位于武汉，常年赞助国内NBA、欧冠等赛事直播，也是北京奥运会、北京冬奥会、杭州亚运会、广州亚运会、成都大运会等大型国际赛事的安全套捐赠方或供应方，通过体育赛事持续进行性健康教育。
中超联赛",体育
"#国际奥委会官博祝全红婵生快# #全红婵17岁啦# 今天是跳水奥运冠军@全红婵 17岁的生日🎂
国际奥委会官方微博@奥林匹克运动会 为全红婵送上祝福：2020年东京奥运会上，全红婵获得了女子单人10米跳台金牌，并且在决赛中有三跳获得满分🥇💯#全红婵17岁生日快乐#  让我们一起回顾全红婵的奥运精彩瞬间 
奥林匹克运动会的微博视频",体育
"#全红婵17岁啦# #全红婵17岁生日# 今天是国家跳水运动员@全红婵 的17岁生日，送上真挚的祝福
生日快乐！
东京奥运会全红婵横空出道，收获大批粉丝，大家喜爱全红婵，不只是她在赛场中展现出来的超强天赋，还有她始终保持的纯真和坚韧。 
在此前结束的跳水世界杯柏林站女子10米台决赛中，全妹五跳总分432.80断层夺金，其中207C获得99.00的满分。#一人一句祝福全红婵# 
全红婵",体育
"#马宁演讲回应质疑#3月26日，马宁在南京体育学院运动训练学院做了一场名为《坚守原则，追逐梦想》的主题演讲。在演讲中，他谈到了自己遭遇的网络暴力，并表示这会是他“一生意志的起点”。
在演讲中，马宁展示了自媒体对他的“网暴”，并表示“在成为足球裁判后，相信自己的选择，尊崇自己的内心。对于质疑和诋毁自己的观点是：今日你所遭受的凌辱，都是你一生意志的起点。”#马宁演讲回应网络暴力#他还展示了自己为了追逐梦想而付出的努力，表示“如果成功都很容易，那么成功可能也就显得没有多么大的意义”。",体育
"#李铁案今日开庭# #李铁案今日一审开庭# 今天（28日），中国国家男子足球队原主教练李铁涉嫌受贿、行贿、单位行贿、非国家工作人员受贿、对非国家工作人员行贿案，将在湖北省咸宁市中级人民法院依法公开开庭审理。
2022年11月，李铁涉嫌严重违法，接受中央纪委国家监委驻国家体育总局纪检监察组和湖北省监委监察调查。
2023年8月，李铁受贿案经湖北省人民检察院指定，由咸宁市人民检察院并案审查起诉。
2024年1月，反腐专题片《持续发力 纵深推进》披露，李铁先后带领两支中甲球队冲入中超，背后存在大量假球，行贿300万上位国足主帅。",体育
"#罗比尼奥入狱照# 前巴西国脚罗比尼奥因轮奸被正式定罪，将在巴西服刑9年，巴媒首次曝光了他入狱的肖像照。
罗比尼奥被关押在距圣保罗150公里外的Tremembe监狱，目前还住在单人牢房。在大约20天的过渡期结束后，他将转入常规牢房。#罗比尼奥被判处9年监禁# ",体育
"#LV推出奥运奖牌火炬行李箱# 巴黎奥运会和知名品牌路易威登官宣：将合作推出巴黎奥运会奖牌和火炬专属行李箱。作为独家合作的其中一部分，LV通过打造专属行李箱来庆祝国际知名体育盛事，用独特的创意和卓越的工艺，向所有运动员的体育精神致敬。#巴黎奥运会#  
咪咕体育的微博视频
 ",体育
"#朱婷25分获评MVP# 意甲女排1/4决赛首回合，斯坎迪奇主场3-1击败瓦莱福利亚，在系列赛占得先机，四局比分：25-16、25-17、21-25、25-23
本场比赛@女排朱婷ZT 44扣23中+2拦，砍下25分当选MVP#斯坎迪奇3比1瓦莱福利亚# 
咪咕体育的微博视频
 ",体育
"#辛纳晋级迈阿密赛四强# ATP巡回赛迈阿密大师赛男单1/4，2号种子辛纳延续出色状态，6-4、6-2战胜马哈奇，第三次在迈阿密打进半决赛
本场比赛辛纳正手手感火热，回顾一下精彩表现#辛纳正手太强了#  
咪咕体育的微博视频
 ",体育
"#WTT仁川冠军赛2024# 3月28日赛程(北京时间)：
10:00 郭勇vs林钟勋
10:35 王艾米vs迪亚兹
11:10 林昀儒vs格罗特
11:45 张安vs萨马拉
12:20 F-勒布伦vs林德
12:55 巴特拉vs早田希娜
13:30 庄智渊vs张本智和
14:05 孙颖莎vs平野美宇
14:40 A-勒布伦vs高承睿
15:15 郑怡静vs金娜英
18:00 张禹珍vs安宰贤
18:35 张本美和vs朱芊曦
19:10 樊振东vs松岛辉空
19:45 陈梦vs帕瓦德 
20:20 邱党vs西蒙-高茨
20:55 王曼昱vs米特兰姆",体育
"#徐杰受伤#比赛胜局已定的情况下徐杰在防守中不慎崴脚受伤，希望无大碍 #徐杰崴脚# 
咪咕篮球的微博视频
 ",体育
"#6分钟回顾国足主场战胜新加坡# @中国足球队 ：官方回顾世预赛天津主场，跟随镜头记录中国队4:1战胜新加坡队别样视角 #国足4比1新加坡# 
中国足球队的微博视频
 ",体育
"#北控男篮锁定季后赛# 同曦男篮客场110-113惜败吉林男篮，这样北控男篮则提前锁定了季后赛 
咪咕篮球的微博视频
 ",体育
"#广东男篮战胜北京男篮# 广东男篮客场110-92力克北京男篮，巩固了自己前四的排位。数据方面，沃特斯21分，周琦14+16，任骏飞18分 
咪咕篮球的微博视频
 ",体育
#拉维亚赛季报销# 切尔西官方消息，20岁中场拉维亚因伤赛季报销，切尔西在去年夏窗花费5800万镑签下他，但是在加盟切尔西后，拉维亚一直受到伤病困扰。直到英超去年12月英超第27轮切尔西2-1战胜水晶宫的比赛中，拉维亚才替补出场迎来蓝军首秀。但是在出场32分钟后，拉维亚又受伤了 ,体育
"#马龙落后时没有放弃# 马龙晋级16强赛后总结：在落后的时候没有放弃，一分一分追上来；莫雷加德的前三板非常好，今天也做好了输一局输两局的准备，对我来说世界前50的水平都是非常接近的。#马龙3比0战胜莫雷加德##马龙晋级仁川站16强# 
WTT世界乒联的微博视频
 ",体育
#克罗斯将与皇马续约一年# 名记罗马诺消息，托尼-克罗斯将会继续留在皇马效力，新合同持续至2025年。克罗斯与皇马就合同的问题直接进行了谈判 ,体育
"#马龙3比0战胜莫雷加德##马龙晋级仁川站16强# WTT仁川冠军赛单打1/16，马龙3-0莫雷加德，晋级16强！三局比分为11-8/11-9/11-8 
咪咕体育的微博视频
 ",体育
"#韦世豪晒朱辰杰搞怪照# @韦世豪要好好踢球 发博晒照：珍惜和战友们并肩而战的日子🇨🇳🇨🇳🇨🇳⚽️⚽️⚽️ 。
除了昨晚的赛场图，还有一张朱辰杰的搞怪照瞩目 ",体育
"#曾凡博大帽周琦# 替补登场就有建树！曾凡博内线补防周琦，强顶对手送上盖帽 #北京男篮vs广东男篮# 
网页链接
 ",体育
"#张伟丽说中国德比特别酷# 两个中国女孩出战#UFC300#联合主赛，@张伟丽MMA 表示这是一件特别酷的事，可以向世界展示中国女性的力量，中国女性对MMA的认识跟理解。#张伟丽VS闫晓楠#  
咪咕体育的微博视频
 ",体育
"#贝林厄姆为小球童披外套# 今天凌晨的友谊赛，英格兰2-2战平比利时，贝林厄姆上演读秒绝平。
赛前列队时正在下雨，贝林厄姆的小球童是一位残障的小朋友，贝林厄姆俯身询问小朋友冷不冷，后者点头之后，贝林厄姆脱下外套，给小朋友披上。 ",体育
"#赵睿批CBA外援球权过多# @赵睿rrrrrrr 在#过去的夏天#采访中指出了目前CBA联赛中外援球权过多的问题：“在CBA比赛中，大部分最后关键球的处理都交给了外援，导致国内球员只能站边防守，锻炼机会不足。并且在欧洲拉练时能明显感受到和欧洲球员个人能力上的差距。” 
咪咕篮球的微博视频
 ",体育
#吉鲁将加盟洛杉矶FC# 名记罗马诺消息，法国前锋吉鲁已经和洛杉矶FC达成口头协议，双方将签约到2025年12月 ,体育
"#国脚刘洋调侃失误# 刘洋在社媒晒出自己出战这两场比赛的照片，他还调侃有没有好耳机推荐。在昨晚的比赛中，刘洋出现漏人导致球队丢球。 
咪咕体育的微博视频
 ",体育
#英格兰领跑欧洲杯夺冠赔率# 2024欧洲杯24强及分组全部出炉，相关机构也更新了夺冠赔率。英格兰依旧是最被看好的球队，法国和东道主德国紧随其后：英格兰、法国、德国、西班牙、葡萄牙、比利时、意大利、荷兰 ,体育
#朱辰杰感谢球迷支持# 世界杯预选赛中，国足主场4-1战胜新加坡。赛后，国足主力中卫@朱辰杰- 发博：感谢球迷在困境中给我们一如既往的支持！让我们继续一起战斗！🇨🇳 ,体育
#前CBA外援入选美国三人男篮奥运阵容##美国三人男篮巴黎奥运阵容官宣# 美国三人男篮官宣奥运代表队名单，前CBA外援弗雷戴特领衔，坎杨-巴里、卡里姆-马多克斯、迪伦-特拉维斯入选。据FIBA官方统计，这套阵容曾拿下2022、2023年美洲杯冠军，2023年世界杯亚军，两座大师赛分站冠军。 ,体育
#德约科维奇与前温网冠军结束合作# 德约科维奇在个人主页上宣布与前温网男单冠军伊万尼塞维奇终止合作。两人从2018赛季携手，合作期间，塞尔维亚人拿到了12座大满贯冠军奖杯。 ,体育
"#6队提前锁定18强赛# 世预赛亚洲区第二阶段第4轮全部战罢，6支球队提前晋级18强赛，并拿到2027亚洲杯正赛资格
卡塔尔（A组）、伊朗（E组）、乌兹别克斯坦（E组）、伊拉克（F组）、阿联酋（H组）、澳大利亚（I组） ",体育
"#NikeAirMax# Air Max Dn正式发售，作为缓震技术革命的最新一代成果，它不仅在外观设计上独具特色，更在技术上实现了突破性进展。
Air Max Dn采用了名为""Dynamic Air""的创新缓震技术，由双气室和四根管状Nike Air气囊结构加以实现，真正用Air技术实现了“踏空而行”。 ",体育
"上微博，找自然！#微博户外运动节#丽江站正式启动！
户外星推官，一键get你的户外搭子
丰厚奖励，带#微博户外运动节#发布，千元奖金、户外装备等你来拿
线下户外派对，⏰ 3月30日 📍丽江地中海国际度假区 不见不散
更多活动详情请戳下图👇 ",体育
"#国足生死战没有武磊# 四场世预赛5个进球，武磊的重要性不言而喻！但他累积黄牌将缺席对阵泰国队的比赛，媒体球迷都在担心，到时候没有武磊怎么办？艾克森 、费南多和阿兰这三大归化，将是国足主场对阵新加坡赢球的希望。本土球员方面，国足也拥有四大良将：韦世豪、张玉宁、林良铭、巴顿！他们也将承担武磊缺阵情况下的进球压力。
国足",体育
"#黄健翔说看到国足改变# @黄健翔 复盘国足比赛：回顾昨晚比赛，可以看到国家队层面的两个明显改变：首先是在上一场射失点球之后，迅速确认了第一点球手费南多，效果立竿见影；另外裁判方面关键球判罚上不再吃亏，这也是亚洲足球领域里一个非常重要的层面，也是无奈的现实，不能逃避必须面对。
接下来国足未来到底打什么阵型？停赛的人用谁替换？还有哪些人可以补充进来？都交给时间吧。总之一句话：中国足球还活着！坚持住，先打进十八强赛，边打边提高，在战斗里成长吧。#国足争气#",体育
"#董路说给武磊道歉不丢人# @董路 发声再谈武磊：“今天都去武磊那儿道个歉，不丢人，真的不丢人。别再网暴武磊了，这队员亚洲36强到现在为止4轮，进球最多的人，居然在中国被骂得狗血喷头。”对于“武磊别踢了，赶紧给年轻人让路”的声音，董路直言：谁上啊？谁能两场比赛4进球1个助攻啊？！#董路说别再网暴武磊# 
董路的微博视频",体育
"#中国拳王张志磊再回应假拳质疑# #张志磊转职业拳手曾欠款500万# 中国拳王张志磊此前以点数判定不敌对手帕克，输掉过渡拳王金腰带。
张志磊
 赛后，他被质疑故意输给对手，以赚取更多出场费。张志磊近日在接受专访时再度回应：“作为一名职业的拳击运动员，你可以说我比赛输掉，可以说我技不如人，但不能说我故意不认真比赛。”张志磊表示，生活并没有因质疑而受到影响，反而坚定了他拿下金腰带的野心。
蜂鸟的微博视频",体育
"#潘展乐期待巴黎100自夺金#  游泳世界冠军@潘展乐 来到北京市东城区分司厅小学，为同学们分享自己的成长经历，揭秘“新飞鱼”是如何炼成的。展望巴黎奥运会时，潘展乐道出了自己的目标，雄心壮志，他说力争拿下100米自由泳冠军。
潘展乐
 ",体育
"#WTT仁川冠军赛2024# 男单1/16决赛，梁靖崑🇨🇳3-2安东·卡尔伯格🇸🇪，五局比分：11-3、11-9、4-11、10-12、11-9。#仁川赛梁靖崑晋级16强# 
梁靖崑
 ",体育
"#法国队回归微博##陪法国队再次启航# @法国国家足球队官方微博 时隔一年回归微博，全力冲击欧洲杯，将在微博和大家分享法国队最新动态，敬请期待！
欧洲杯
 ",体育
"#官方晒图赞中国跳水统治力# 2024赛季跳水世界杯结束蒙特利尔和柏林两站较量，中国跳水队一共斩获13金1银2铜。
全红婵
 
首站蒙特利尔
男子10米台：杨昊第一、练俊杰第三
女子10米台：陈芋汐、全红婵前二
男子3米板：王宗源第一、郑九源第四
女子3米板：陈艺文第一、昌雅妮第三
次站柏林
女子3米板：陈艺文金牌
男子10米台：练俊杰金牌
男子3米板：王宗源金牌
女子10米台：全红婵金牌
跳水世界杯超级总决赛将于4月19-21日举行。",体育
"#被朱易的滑冰vlog美到# @朱易beverly 晒出自己滑冰的vlog：在静谧无垠的远方，天地成为了最辽阔的冰场。可以与风共舞，亦可伴雪同行❄️最幸福的是每一次滑行，都可以遇见最美的风景~ 
朱易
 
朱易beverly的微博视频
 ",体育
"#内马尔观战勇士热火#  老乡见老乡，内马尔现场观战勇士，赛后和巴西老乡桑托斯互动#勇士战胜热火# 
内马尔
 
咪咕体育的微博视频
 ",体育
"#迪马利亚任意球世界波# 国际友谊赛，#阿根廷3比1哥斯达黎加#，下半时52分钟，迪马利亚主罚直接任意球，直飞大门的死角，满分角，世界波！#劳塔罗打破国家队一年半球荒# 
阿根廷队
 
曼城朝圣者的微博视频
 ",体育
"#王艺迪3比1战胜杨晓欣# #仁川赛王艺迪晋级16强# 女单首轮：王艺迪@迪214 3-1杨晓欣，13-11/11-2/8-11/11-9。 
王艺迪
 ",体育
"#独行侠战胜国王# 独行侠132-96大胜国王，东契奇28分11篮板6助攻；欧文24分8助攻；小哈达威22分；PJ-华盛顿14分13篮板；加福德10分。独行侠过去10场9胜1负！全明星之后，东契奇场均33.5分9.7篮板10.9助攻。
NBA
 ",体育
"#梅西身价持续下降# #梅西身价降至2亿多# 近日，在德国《转会市场》网站的新一期身价数据中，梅西的预估身价继续下调，来到了3000万欧元（当前约2.35亿人民币），比此前再度下降了500万欧元。即便如此，梅西依然是美职联全联盟中的身价顶流。
梅西
 ",体育
"#苏翊鸣空中动作帅翻#  @苏翊鸣 更新社媒晒出自己的滑雪vlog，空中动作真是太帅了~ 
苏翊鸣
 
咪咕体育的微博视频
 ",体育
#越南主帅特鲁西埃下课# #世界杯亚洲区预选赛#第4轮，越南主场0-3不敌印尼，遭遇小组赛三连败。前一场世预赛，越南客场0-1不敌印尼。赛后，越南足协发布公告，宣布解雇国家队主帅特鲁西埃。目前，越南队4战1胜3负积3分，落后伊拉克（12分）和印尼（7分）位居F组第3位。 ,体育
"#费南多说很开心赢下胜利# 费南多更新社媒晒出自己进球视频：很高兴为国家队拿到了第一个进球，更重要的是赢了！评论区塔利斯卡、蒋光太、克雷桑纷纷送上祝贺！#国足4比1新加坡# 
国足
  
咪咕体育的微博视频
 ",体育
"#王大雷说国足现在也是弱队##王大雷说我们真的想把比赛踢好# 世预赛亚洲区国足主场4-1战胜新加坡。赛后本场担任首发门将的王大雷接受了央视的采访：“其实这场比赛很多人不太看好我们，觉得会是1-0或者平局，其实大家做了很多努力。运气不一定一直眷顾给弱队，当然我们现在也是弱队，运气也该眷顾我们了。”
王大雷还提到，“回到国内之后我也非常感动，在这种大环境下，还有四万多人来到现场看球，不容易。所以说在国内的比赛，我们也真的想把比赛踢好，有时候可能压力确实也有点大，不管踢什么对手吧。” #国足争气#国足",体育
"#勇士战胜热火# NBA常规赛勇士客场113-92大胜热火，终结两连败。汤普森发挥出色得到28分5篮板，库明加18分7篮板3助攻，维金斯17分7篮板，库里17分6助攻。热火方面阿德巴约24分9篮板5助攻，罗齐尔15分4篮板，海史密斯15分6篮板。 #克莱28分# #库里17分# 
NBA
 
NBA的微博视频
 ",体育
"#湖人加时战胜雄鹿# 湖人双加时以128：124艰难拿下雄鹿！浓眉34分23篮板4封盖，里夫斯拿下29分14篮板11助攻三双，拉塞尔29分12助攻7篮板，八村垒16分14篮板，小红帽0分。字母哥空砍29分21篮板11助攻大号三双，利拉德27分9篮板。#浓眉34分23篮板# #字母哥空砍三双# 
NBA
 
眉叔_的微博视频
 ",体育
"#曝阿隆索下赛季执教利物浦# 英国著名主持人Richard Keys在个人博客爆出大料，阿隆索已决定下赛季加盟利物浦。#曝阿隆索决定执教利物浦# 
利物浦
 
Richard Keys谈到了滕哈赫的继任者：“我早在去年年底就劝曼联，去找阿隆索接替滕哈赫。我认为阿隆索有能力在5年的时间带好曼联。”
“有些人说还早呢，不急。真的吗？3个月过去了，利物浦让他同意成为他们的下一任主教练并不算太早。很多时候这种重大任命的新闻会出错，但我的消息是阿隆索已决定下赛季加盟利物浦（but my information is that Alonso has decided on Liverpool）。”",体育
"#王楚钦出席发布会后马上投入训练# 王楚钦出席#WTT中国大满贯2024# 新闻发布会，媒体人@叫我微辣王 晒出王楚钦昨日训练视频，并写道：“午休时去了WTT北京大满贯发布会，下午训练也没耽误，脚踏实地的过好每一天，挺好
 ” 
王楚钦
  
叫我微辣王的微博视频
 ",体育
#法国3比2智利# 国际足球友谊赛，法国3-2逆转智利。马塞利尼奥·努涅斯闪击得手，姆巴佩助攻福法纳远射扳平，穆阿尼头球反超；穆阿尼助攻吉鲁扩大比分，奥索里奥远射建功。#卡马文加受伤#，将在近日接受检查确定伤情。 ,体育
#德国2比1荷兰# 友谊赛：德国2-1逆转荷兰，上半场韦尔曼韦尔曼闪击破门，米特尔施塔特世界波扳平，下半场菲尔克鲁格头槌破门，最终德国2-1逆转战胜了荷兰。 克罗斯回归连场送助攻。 ,体育
"#西班牙3比3巴西# 友谊赛西班牙3-3巴西，上半场亚马尔造点，罗德里点射破门，奥尔莫杂耍破门2-0扩大比分，乌奈-西蒙失误，罗德里戈挑射扳回一球，下半场恩德里克抽射破门，罗德里戈点射梅开二度，帕奎塔点射绝平。#恩德里克连场破门# 
萨村小推的微博视频
 ",体育
"#梅西说世界杯没夺冠会退出国家队#  梅西接受《BIG TIME》播客采访时表示：如果没有赢得世界杯，那可能会退役。#梅西说巴萨一直对他很好# 
梅西
 
采访摘要如下：👇
🎙你的童年？
🗣我从小就有一个美好的童年，在罗萨里奥和朋友们一起，直到我离开西班牙，习惯新生活很困难，但事实是巴塞罗那一直对我很好。我很享受，这是一次非常愉快的经历。
🎙梅西的进球是最优雅的吗？
🗣我不知道这是否是，但我更喜欢进球的重要性而不是它的美学。
🎙你接受批评吗？
🗣每个人都有表达自己观点的权利，如果批评是关于足球的，我没有意见。
🎙如果梅西没有赢得世界杯，你有可能退役吗？
🗣当然。（奥莱报报道原文是""Si no se hubiesen dado las cosas como se dieron, seguramente hubiese dejado la Selección"".退出国家队，不是退役）
🎙退休后你如何工作？
🗣我还没有想过，一旦我觉得我不会给球队带来好处，我就会退役。
对于一个球员来说，如果他有成为职业球员的能力和能力，心态是最重要的，但如果没有健全的心态，工作和牺牲就会变得非常困难。
🎙你最喜欢的电影？
🗣我会选择一个连续剧，因为最近我看了很多连续剧，我会说《权力的游戏》。
🎙除了足球你最喜欢的运动是？
🗣网球、羽毛球、篮球，还有美式足球。",体育
"#国奥0比2沙特U23# 封闭热身赛：国奥0-2沙特U23，遭两连败。双方上一场热身赛，国奥0-1不敌沙特U23。
本场比赛为封闭比赛，无视频直播。上半场第17分钟，加姆迪破门；下半场终场阶段，阿西里再入一球扩大优势。最终全场比赛结束，国奥0-2遭沙特U23，遭遇两连败。
国奥此次热身赛是为4月15日在卡塔尔展开的U23亚洲杯暨2024年巴黎奥预赛进行最后的冲刺，包括这两场比赛，国奥队将参加6场热身赛。",体育
"#武磊发文说永远相信自己# @武磊7 赛后感谢队友并且在场上永远相信自己，享受胜利！#国足4比1新加坡# 
国足
 ",体育
"#伊万说武磊最佳实至名归# 国足4比1击败新加坡，赛后伊万科维奇表示：足球一般不单独说某位球员，因为这是团队运动，但这场比赛，武磊作为队长，体现出了队长的领袖气质，被评为最佳球员实至名归。#国足4比1新加坡# 
国足
 
体育委员小峰的微博视频
 ",体育
孙颖莎#孙颖莎休闲装参加晚宴# 大战开始之前的欢迎晚宴，球员们先放松放松！享用美食，聊聊闲天，拍拍照合合影，准备即将开始到来的硬仗吧！ #wtt仁川冠军赛晚宴# ,体育
"#欧洲杯参赛球队出炉# #波兰晋级欧洲杯正赛#  格鲁吉亚、乌克兰、波兰搭上末班车！
欧洲杯24强及完整分组：
A组：德国（东道主）、苏格兰、匈牙利、瑞士
B组：西班牙、克罗地亚、意大利、阿尔巴尼亚
C组：斯洛文尼亚、丹麦、塞尔维亚、英格兰
D组：波兰、荷兰、奥地利、法国
E组：比利时、斯洛伐克、罗马尼亚、乌克兰
F组：土耳其、格鲁吉亚、葡萄牙、捷克
2024欧洲杯24队分档：
第一档：德国、葡萄牙、法国、西班牙、比利时、英格兰
第二档：匈牙利、丹麦、阿尔巴尼亚、奥地利、土耳其、罗马尼亚
第三档：苏格兰、斯洛文尼亚、斯洛伐克、捷克、荷兰、克罗地亚
第四档：塞尔维亚、意大利、瑞士、波兰、乌克兰、格鲁吉亚
4档共24支球队分为6个小组，东道主德国自动落入A1，每个小组的前两名和4个成绩最好的小组第三将晋级16强。
2024欧洲杯正赛赛程：德国欧洲杯将在当地时间6月14日揭幕，一共进行51场比赛（36场小组赛和15场淘汰赛），半决赛于7月9日、10日在安联球场、威斯特法伦球场进行，决赛将在7月14日（北京时间7月15日凌晨）在柏林奥林匹克球场进行。",体育
"#英格兰2比2比利时##贝林厄姆绝平# 友谊赛英格兰2-2比利时，蒂勒曼斯远射破门首开记录，伊万-托尼点射扳平，鲍恩破门被吹，蒂勒曼斯头球梅开二度，下半场贝林厄姆头球顶偏，福登低射造险，贝林厄姆补射绝平。
贝林厄姆
 
皇马球迷日志的微博视频
 ",体育
"#辽宁男篮战胜新疆男篮# 榜首大战辽宁男篮主场96-85战胜新疆男篮。数据方面，张镇麟21分，韩德君14分，弗格21分；新疆队阿不都沙拉木17分。
CBA最前沿的微博视频
 ",体育
"#武磊说需要带领大家走出困境# 国足4-1大胜新加坡，赛后武磊接受采访：”以前自己年轻的时候有老大哥帮助我，现在我作为老将了也需要帮助年轻球员，大家一起走出困境！“#国足4比1新加坡##武磊梅开二度# 
咪咕体育的微博视频
 ",体育
"#武磊当选对新加坡全场最佳# 世预赛亚洲区第二阶段C组，国足主场4-1大胜新加坡拿到关键3分，武磊本场比赛2射1传，当选本场最佳球员。#国足4比1新加坡# 
咪咕体育的微博视频
 ",体育
#泰国0比3韩国# 世预赛亚洲区C组第四轮，泰国主场0比3不敌韩国，泰国小组积分停留在4分 ,体育
"#国足球迷合唱歌唱祖国# 国足4-1大胜新加坡，赛后球迷合唱歌唱祖国！#国足4比1新加坡# 
咪咕体育的微博视频
 ",体育
"#夸夸这个武磊吧# 首开纪录，关键时刻边路突破一条龙破门，然后助攻韦世豪锁定胜局！如何评价本场武磊的发挥？#国足vs新加坡##武磊英雄球# 
咪咕体育的微博视频
 ",体育
"#国足4比1新加坡# 国足4-1击败新加坡！武磊两球+助攻韦世豪+染黄对泰国停赛，费南多点球破门，李源一红牌 #国足vs新加坡# 
咪咕体育的微博视频
 ",体育
"#武磊两射一传# 武磊助攻韦世豪破门，国足4-1领先！！！！！#国足vs新加坡# 
咪咕体育的微博视频
 ",体育
"#武磊英雄球# 武磊精彩一条龙梅开二度，国足3-1！！！！！#国足vs新加坡# 
咪咕体育的微博视频
 ",体育
#李源一红牌# 李源一被红牌罚下，国足场上只剩10人 #国足vs新加坡# ,体育
#国足vs新加坡# 国足继续换人，王上源换下了费南多 ,体育
"#武磊战泰国将停赛# 武磊黄牌，下一场世预赛对泰国将停赛 #国足vs新加坡# 
咪咕体育的微博视频
 ",体育
"#费南多国足首球# 费南多罚进点球，收获自己在国足的处子球！#国足vs新加坡# 
咪咕体育的微博视频
 ",体育
国足获得点球！#国足vs新加坡# ,体育
#国足vs新加坡# 国足进行换人调整，谢鹏飞下场，韦世豪替补登场 ,体育
"#黄健翔说国足踢哑巴球# 黄健翔不满国足球员配合失误：怎么不喊一声？都踢哑巴球吗？#国足vs新加坡# 
直播吧的微博视频
 ",体育
