content,type
#素媛案罪犯再获刑三个月##素媛案罪犯违规外出获刑3个月# 20日，据韩媒，电影《素媛》原型罪犯赵斗淳出狱后，于去年2月违反“夜间外出限制令”，独自离家在社区闲逛40分钟，期间还故意在其住处旁的警备哨所附近徘徊，引发社区住户恐慌，被法院判处有期徒刑3个月。他自称离家是因为与妻子吵架。 #素媛案罪犯赵斗淳又被判了#,娱乐
"#汪小菲曾扮哈利波特逗大S开心# 《幸福三重奏》@大S 边读《哈利波特》边说@汪小菲 像哈利波特，汪小菲则说自己不同于哈利波特是真近视，被大S否认后吐槽“他魔法那么好怎么不给自己治治”，夫妻二人笑作一团。今日，#大S发声#称汪小菲曾用精装《哈利波特》砸自己。#阿乐时光机# 
新浪娱乐的微博视频
 ",娱乐
"【9-18时要闻回顾】#小S发声# ：这几年真的辛苦我姐了
网页链接#烈焰方声明#：不存在任何非法
网页链接
赵丽颖方辟谣推荐《知否》屠二爷
网页链接#肖战镜头下的春天#美如画
网页链接
 
高圆圆赵又廷现身上海机场
网页链接
 ",娱乐
#唐禹哲女友晒娃##唐禹哲二胎# 20日，@唐禹哲 被拍到与现女友@苏小轩BeckySu 带娃出门，当日下午，苏小轩发博晒出与儿子的合影称“本来想找个好一点的时机点跟大家说，我的小情人♡ ”，承认两人生子。据悉，此前唐禹哲已与前女友育有一子，如今与现女友也有了第二个孩子。恭喜！ ,娱乐
#李沁工作室声明##李沁方回应# 19日，有网友发现#短剧把李沁证件照P成黑白#，在剧情中充当遗照，引发热议。下午，@李沁 工作室发布严正声明，表示剧方从未取得任何关于李沁肖像等权益的授权，要求剧方尽快自查并删撤相关内容，否则将依法追责。 ,娱乐
#唐禹哲回应和女友带娃出门##唐禹哲 跟拍的不是我家# 20日，有台媒称拍到@唐禹哲 和女友带娃出门，引发热议。刚刚，唐禹哲发博称“很多事选择不回应，想给家人空间和保护”，“如果以后想看🐯，我们来跟大家分享，也希望大家祝福。”他也带话题表示“跟拍的不是我家。”这是承认有二胎小孩了？ ,娱乐
"#阿乐辣评bot# X #如果可以希望我的幸福可以吵到你# 
啊啊啊啊啊啊啊啊！！！网友辣评#大S发和具俊晔的全家福给汪小菲拜年#：“《如果可以希望我的幸福可以吵到你》”
 ",娱乐
"#此沙张婧仪周雨彤春分踏青# 众星春分踏青大片释出！@此沙是个小演员 骑马在草原驰骋，感受春的气息；@张婧仪 郊游、晒太阳、放风筝，享受春的温暖；@周雨彤微博 做一道春日限定—腌笃鲜，品尝春的味道。一起来聊聊你怎样“过春天”？
 ",娱乐
"#大S发和具俊晔的全家福给汪小菲拜年##大S汪小菲聊天记录# 刚刚，@汪小菲 晒与大S的聊天记录及部分扣款证明再次发文↓
汪小菲在文字中说没有推倒过大小S，晒出2021年8月14日称大S婚内买东西给具俊晔，“一直以来，我对你们一家的说辞，已经容忍太久，但我总跟身边人说，你是我孩子妈，我尊重你，但你们从没尊重过我，希望以后有事你们不要再通过别人的嘴巴说！”
聊天记录中，大S告知汪小菲可能要搬家，他让对方和律师说，第二句“但是要动孩子，必须要有我的认可”就被拒收了；新年时，大S给汪小菲发和具俊晔的全家福给他拜年，但汪小菲没回复。3月1日汪小菲再发消息时再次被拒收。两人也有讨论过孩子为什么不能去北京，大S强调“张兰不准见我孩子！”之后再谈起，大S表示汪小菲要是带孩子去北京就面谈，汪小菲争取：“那是她们家”，大S说：“你自己都不回去，怎么会是家？”",娱乐
"#汪小菲回应大S发声##汪小菲说大S昏迷时打他# 刚刚，@汪小菲 发文回应#大S发声#，称没有推倒大小S，并指控大S“在你昏迷的时候用刀，用高尔夫球杆，用红酒瓶打我的证据都有，也有证人，你后来说你忘了，把我看成你爸了。”汪小菲还透露2019年大S就曾提过离婚：“我还奇怪为什么。”“这十四年，够多了，见好就收吧！”
此外，汪小菲在评论区回复网友关于“昏迷打人”的质疑，汪小菲说：“因为那个药的副作用就是失忆。”",娱乐
#大S工作室再发声明##汪小菲 其他的在法院说# 刚刚，@大S工作室 再发声明稿回应近日热议，表示汪小菲确实欠大S新台币上亿元，抚养费方面汪小菲也至今未足额清偿；房贷方面汪小菲也没有按照约定向大S支付。随后，@汪小菲 也晒出房屋购买说明及房贷缴费记录：“其他的法院说。” ,娱乐
#江宏杰接儿子回家# 20日，台媒拍到@江宏傑ChiangHungchieh 在与@福原愛AiFukuhara 和解之后，到机场接儿子回家。江宏杰戴着棒球棒抱着儿子不松手，而女儿看到弟弟也笑开了怀。据悉，这是江宏杰时隔1年多与儿子的首次团聚。 ,娱乐
#旧爱浪# 2006年《雏菊/爱无间》，全智贤饰演惠瑛，温柔而恬静的女画家，国际刑警和杀手都爱上了她。“对我来说，雏菊就像是小小的向日葵。” ,娱乐
"20日，#大S发声#喊话汪小菲：“婚内出轨的是你不是我。”表示离婚后有泄愤刷卡，但没有刷过他的卡给具俊晔买东西。她透露曾在孕期被汪小菲推倒在地：“你抄起#哈利波特金装版#砸向我”、收到汪小菲婚内跟不同女性不堪入目的照片；“#十年婚姻二死一重伤#”，“你是镜花水月，而我只走花路。”你想说？ 
 
网页链接",娱乐
#李辉粲方否认猥亵##李辉粲方公布聊天记录# 20日据韩媒，李辉粲方否认猥亵，并公开聊天记录，是公司高层频繁强迫喝酒并强迫身体接触。据悉，监控公开的酒席是在高层管理人员的强迫下举行的；高层管理人员频繁强迫成员们出席酒席并对成员们进行暴言、PUA、身体接触等行为；2022年7月11日，该事件之后成员们对经纪公司失去信任。,娱乐
#大S发声##大S否认刷汪小菲的卡给具俊晔买东西# 20日，@大S 发文正面喊话@汪小菲 。大S斥责汪小菲婚内出轨，并称刷卡是为了泄愤，泄愤原因：张兰造谣黑人殴打汪小菲，实际情况是汪小菲喝多推倒大小S，黑人阻止；大S收到大量汪小菲婚内出轨照片；张兰承诺汪小菲绝无出轨行为，转天张兰与张颖颖合照出现在媒体平台。大S称今后不会再回应：“从这一秒起，你是镜花水月，而我，只走花路。”#大S斥汪小菲婚内出轨#,娱乐
"#8部电影定档清明档# 《你想活出怎样的人生》《雪豹》《草木人间》《黄雀在后》《零度极限》《大“反”派》《午夜怪谈》《冰雪女王5:融冰之战》共8部影片定档清明。#阿乐今日问#：你想看哪部？ 
 
网页链接
 ",娱乐
"#阿乐时光机##晴天是蒋敦豪亲手从妈妈肚子里拽出来的# 20日，@种地吧蒋敦豪 为小羊“晴天”庆生：“每一个风和日丽的日子里我都会想起你。”去年的今天，《种地吧》母羊难产，蒋敦豪亲手把晴天从妈妈肚子里拽出来，强忍着慌乱一直手抖，直到小羊开始主动喝奶，大家才松了一口气。#蒋敦豪 晴天# 
新浪娱乐的微博视频",娱乐
"#陶昕然为照顾妈妈放弃工作三年# 《#是女儿是妈妈#》公开先导片，泪目了
原来@陶昕然 2021~2023消失的这段时间，是在照顾生病的妈妈，妈妈先是心脏装了四枚支架，又突发脑梗导致偏瘫。陶昕然妈妈说女儿从来没有不耐烦，都是女儿和家人的悉心照顾才恢复健康，要为了女儿好好活下去，一起活好每一天。 
新浪娱乐的微博视频",娱乐
"#午间话题# 《你是人间四月天》@李宇春、《小美满》@卡布叻_周深、《上春山》@魏晨/@魏大勋/@白敬亭、《花儿与少年》@华晨宇yu/@刘涛tamia/@郑佩佩/@张翰、《看呐看》@张杰、《渐暖》@时代少年团、《橘子汽水》南拳妈妈、《微微》@傅如乔MeddhiFu、《春风吹》@方大同……你的#踏春必备歌单#有哪首歌？ 
新浪娱乐的微博视频",娱乐
"【午间娱乐播报】#韩素希开始掉代言#网页链接
 #唐禹哲经纪公司回应#网页链接
  #罗云熙黑粉手写道歉信#网页链接
 #聂可以前队友发文#回应霸凌
网页链接
 
英国副首相参观访问SM
网页链接
 ",娱乐
"#阿乐留声机# “心还是会疼想你在零点零一分，幸福的人都睡的好安稳，寂寞太会见缝插针，我拿什么来和它抗衡。心还是会疼想你在零点零一分，痛苦的人都醒着被并吞，放眼望去是座空城，没有一个怀抱可投奔”。——《想你，零点零一分》张靓颖 
新浪娱乐的微博视频
 ",娱乐
"#冯小刚回应病危移民等传闻##冯小刚 对键盘侠是非观感到触目惊心# @冯小刚 受访回应病危、移民等传闻：“完全是杜撰。”冯小刚表示对键盘侠的是非观感到触目惊心，直言会因网络谣言感到无力。主持人问到，用电影作品是否能改变现状，冯小刚称：“以卵击石。” 
新浪娱乐的微博视频
 ",娱乐
#周杰伦方回应败诉##杰威尔回应周杰伦败诉# 20日据台媒，周杰伦与《天下3》商业纠纷一审败诉，对此经纪公司杰威尔音乐回应：“此为未经本公司授权的商业行为，公司一定会采取维权动作，捍卫艺人的权利。”据悉，周杰伦方已提起上诉，3月26日将二审开庭。 ,娱乐
#杨洋拄拐现身医院# 20日据八卦媒体，@杨洋 拄着拐杖到医院就诊，视频中杨洋看诊结束双手拄拐被搀扶回汽车里，医生站在车门口叮嘱。据悉，杨洋多年旧伤复发，做手术后在恢复中。 ,娱乐
"【0-9时要闻回顾】#杨幂和张小斐聚餐#网页链接
 #聂可以晒和霸凌者聊天记录#网页链接
 #演员金旻奎4月1日将入伍#网页链接
 #nctdream回归预告#网页链接
 
乔丹库格勒合作新片定档
网页链接
 ",娱乐
#唐禹哲与女友带娃出门# 20日据台媒，唐禹哲（39）被拍到与小13岁的混血女友苏小轩带娃出门，画面中二人带小孩出行玩耍，唐禹哲尽显父爱，疑似一家三口。据悉，2023年11月，唐禹哲公开自己与前女友育有一名11岁的孩子，现女友知悉并成功求婚现女友。 ,娱乐
"#阿乐i舞台##宠爱已经发行九年了# 20190810，TFBOYS在六周年演唱会带来《宠爱》现场舞台，牛仔套装青春无敌，重新编曲更加温柔，三人开口酥，“我只想给你给你宠爱，这算不算不算爱。”原来距离《宠爱》发行已经过去九年了啊！ 
新浪娱乐的微博视频
 ",娱乐
#S妈痛哭控诉汪小菲##S妈曝汪小菲欠大S上亿元不还# 20日据台媒，S妈证实汪小菲欠大S上亿元新台币（人民币2600万元）债务，“欠钱是事实，今生不还来生还。”痛哭控诉汪小菲，表示心里很憋屈，要不是心脏好可能已经没有S妈了。S妈还说：“希望人要有好的人性，我们一直希望带快乐给大家却成为了笑话，我们还能支撑到现在，是希望老天有天能还我们公道。”,娱乐
"#不可能的婚礼叔嫂定情吻##吃背德文学有多快乐# 《#不可能的婚礼#》8集定律诚不欺我，雅静无法控制自己对智汉的感情，大喊 “你不是人吧，我是要成为你大嫂的人！”“因为你，我好像也要疯了。”主动出击的大嫂毫不犹豫吻上了她的小叔子，年上的疯感体会到了
这“背德饭”阿乐先吃！ 
新浪娱乐的微博视频",娱乐
"#沈璃临行吻别行云##行云 霸道王爷爱上我# 《#与凤行#》沈璃@赵丽颖 最终还是被带回灵界履行婚约，临行前吻别行云@林更新 为他渡上修为，轻轻一吻霸道又高冷。沈璃：“我说我爱上你是真的，只是我被逼婚了，不能和你在一起。”被霸气表白A到了，行云拿的是“霸道王爷爱上我”的剧本吧！ 
新浪娱乐的微博视频",娱乐
"【17-24时要闻回顾】
大S方回应汪小菲公开离婚协议内容
网页链接#新西兰偶遇陈柏霖叶舒华录综艺#网页链接
陈建州晒范玮琪48岁生日宴大合影
网页链接#金秀贤唱BLACKPINK的歌#网页链接#Lisa进组拍戏#网页链接
 ",娱乐
"#大力水手拍真人电影# 据外媒，童年回忆《大力水手》宣布拍真人电影。该片将由迈克尔·卡里奥(《黑道家族》《最后一次》《别惹我》)担任编剧，Chernin娱乐和King影业为制片方，称计划打造一部大制作影片。一起来回顾经典片段，提名一下你觉得谁可以出演大力水手波比？#阿乐时光机# 
新浪娱乐的微博视频",娱乐
#新任007选角##曝新一任007演员已定# 19日，《太阳报》爆料称新一任“007”演员人选为33岁的英国演员亚伦·泰勒-约翰逊，将于本周签约。如签约，将接替上一任丹尼尔·克雷格担任该系列电影主演。随后，多家主流英媒转载了该报道，但BBC表示：“片方内部消息源称消息不实。” ,娱乐
"#阿乐今日问# ：你看过的#最让人上头的换脸电视剧#是？ 
 
 
网页链接
 ",娱乐
#A妹离婚财产分割结果##A妹需支付前夫125万美元# 19日，据外媒，提出离婚六个月后，法院正式判决歌手“A妹”Ariana Grande与Dalton Gomez解除婚姻关系，A妹需向前夫支付 125 万美元（约900万人民币），并分给他一半出售洛杉矶房产的收益，此后不再支付任何赡养费，还需支付25000 美元（约18万人民币）的律师费。 ,娱乐
"【新浪娱乐招聘】找工作的小伙伴们看过来
！微博文娱媒体&商业运营、娱理工作室实习生虚位以待，靠谱又有趣的你，速速把简历投向我们！阿乐在亮马桥等你哦！
 ",娱乐
"#阿乐辣评bot# X #善宇欧巴怎么变凤凰堂了# 
近日，网友称偶遇了《请回答1988》的善宇，这……认不出的网友辣评：“善宇欧巴怎么变凤凰堂了？？？”#请回答1988善宇近照# ",娱乐
#何赛飞正义之锤##何赛飞追着代拍打# 近日，演员@何赛飞_ 在剧组不满代拍未经允许拍摄自己，手举道具一路追着代拍怒斥：“手机给我，谁叫你拍的”，“你脑子有病是吧，你脑子进水了是吧”，吓得代拍一路逃窜。古典美人发起怒来也是毫不手软的！ #何赛飞女王# ,娱乐
#柳俊烈恋情风波后首公开亮相##韩媒称柳俊烈拒绝比心# 据韩媒，19日下午，柳俊烈现身某时尚品牌活动，身穿棕色夹克和白色休闲裤，面对现场记者的比心等姿势的要求，他没有做出任何回应，始终面无表情。 ,娱乐
#陈哲远斥代拍让开##陈哲远冷脸指代拍# 19日，@陈哲远- 录制综艺走出酒店时，因现场人群拥挤混乱，陈哲远难以前行，还被挤得撞到门上，他冷脸指着挡在车前的代拍：“让开”，随后上车离开。 #陈哲远被撞# ,娱乐
#李辉粲经纪公司否认强制猥亵##李辉粲经纪公司称视频被篡改# 19日，据韩媒，Omega X现任经纪公司否认李辉粲强制猥亵前公司代表姜某，表示公开的视频为伪造的，“姜某要求辉粲表达爱意，这是在胁迫下进行的行为”，并要求前公司公开完整视频。目前，双方都称自己是“性虐待的受害者”。 ,娱乐
"【9-17时要闻回顾】#周杰伦一审败诉网易#二审将开庭
网页链接
秦昊杨幂#哈尔滨一九四四下证#网页链接
团魂有！#NUEST五人庆出道12周年#网页链接
《请回答1988》善宇近照胖到认不出
网页链接
王梓薇晒与赵丽颖合照比心可可爱爱
网页链接
 ",娱乐
#安崎方否认霸凌他人##安崎工作室声明# 19日，网红聂可以称女团期间被霸凌，网友猜测是#安崎#引发热议。刚刚，@安崎工作室 声明否认霸凌：“安崎女士从未‘霸凌’他人，‘霸凌队友’等言论均为凭空捏造的不实谣言。我司已委托律师对侵权行为进行了证据保留，并会依法追究侵权行为人的全部法律责任。” ,娱乐
#前夫曝大S离婚前刷他卡买礼物寄到韩国##大S前夫不认罪# 据台媒，大S诉汪小菲侵犯隐私权19日开庭，汪小菲出庭否认犯罪，称被大S公开财务往来时异常愤怒，公开该资金往来只是为了证明清白。他强调深爱家庭，透露大S在离婚的前4个月寄了约27万人民币的奢侈品到韩国：“我不知道为什么”。关于这个爆料是否与具俊晔有关，被汪小菲随行工作人员拒绝回应。,娱乐
#旧爱浪# 2020年《琉璃》，刘学义饰演柏麟帝君，“吾乃柏麟帝君”。 ,娱乐
#OMEGAX成员疑似猥亵公司代表妻子##李辉粲方回应涉嫌强制猥亵#19日，OMEGA X前公司代表黄某称妻子姜某（公司理事之一）被组合成员#李辉粲涉嫌强制猥亵#。他公开相关影像，并称猥亵事件发生后，姜某为了保留组合选择掩盖，但成员们却称被姜某强制猥亵。对此，OMEGAX方表示正在内部讨论，将发布正式立场。 ,娱乐
"#惠英红说演员不应该定型##刘浩存对赵丽颖的表演印象深刻# 电影《灿烂的她》×《一日光影记录》正片上线！@惠英紅kara 和@刘浩存 在电影中饰演一对“祖孙”，采访记录下两位演员对戏中角色及演员这份工作的理解。惠英红认为演员不应该定型，好演员是塑造各种角色而不是演员本人；刘浩存透露春节档看了《飞驰人生2》和《第二十条》，并对@赵丽颖 饰演的郝秀萍跳楼的戏份印象深刻...更多精彩请戳#惠英红刘浩存的一日光影记录#正片⬇
新浪电影的微博视频
关注@新浪娱乐 ，带双话题转发微博，热转第一将获得惠英红、刘浩存签名照各一张，3月26日开奖；另外，将在转发区随机抽送10张电影票码，明日开奖。（ps：会验证粉籍，职业抽奖号将被取消资格） 
抽奖详情",娱乐
"#阿乐时光机# @林更新 为什么是九亿少女的梦？为什么不是十二亿，因为......#林更新为什么是九亿少女的梦# 
新浪娱乐的微博视频
 ",娱乐
#Ailee恋情##Ailee与素人男友热恋# 19日据韩媒，歌手Ailee宣布恋爱，预计2025年结婚。 据悉，Ailee的交往对象是素人企业家，两人目前向熟人传达恋爱和准备结婚的消息。Ailee凭借《Heaven》《给你看》《U&I》《像初雪一样靠近你》等热门歌曲被大家熟知。 ,娱乐
"#阿乐留声机# “Nothing's gonna change my love for you.You oughta know by now how much I love you.The world may change my whole life through, but nothing's gonna change my love for you.”——《Nothing's Gonna Change My Love For You》Westlife 
新浪娱乐的微博视频
 ",娱乐
"#侃爷妻子露腚装##侃爷铁打的黑衣服 比安卡流水的穿搭# 据外媒，“侃爷”Kanye West紧牵妻子“比安卡”Bianca街拍释出。比安卡穿着荧光绿露腚长裤和肉色抹胸，二人等电梯期间，侃爷还抚摸爱妻臀部。媒体叫侃爷回头，侃爷幸福一笑露出钛合金牙齿，一时间不知道钛合金假牙和荧光绿长裤，哪个更亮眼。 
新浪娱乐的微博视频",娱乐
#午间话题# 《花间令》《虚颜》《无头东宫》《七种武器之孔雀翎》《千金百分百》《焕脸》《花谢花飞花满天》《情谜睡美人》《天使的诱惑》......你看过的#最让人上头的换脸电视剧#是？ ,娱乐
#罗斯方回应与威廉关系##罗斯律师声明# 据外媒，罗斯Rose Hanbury发律师声明否认自己与威廉王子有染，表示希望排除在任何有关凯特王妃的报道之外。律师告诉《商业内幕》：“谣言完全是假的。” ,娱乐
"【午间娱乐播报】#大S汪小菲案今日开庭#网页链接
 #长风破浪改名追风者#网页链接
 #枭起青壤开机# 迪丽热巴陈星旭同框
网页链接#徐璐新恋情#疑似曝光 
网页链接
海哈金喜回应李亚鹏不陪她过生日
网页链接
 ",娱乐
"#阿乐i舞台# 20221020，(G)I-DLE《Nxde》舞台，变身百老汇歌星，穿黑红蓬松小短裙，头顶小羽毛，复古摩登的舞台配上烟火礼花，好看得不行！#gidle重返音放打歌# 
新浪娱乐的微博视频
 ",娱乐
#友人回应韩素希无名指戒指# 19日据韩媒，友人回应韩素希无名指戒指争议，确认韩素希无名指上的是友情戒指，是跟朋友们一起订制的诞生石戒指。#韩素希回应无名指戴戒指# ,娱乐
#悉尼妹回应蜘蛛夫人口碑票房双扑街# 近日，“悉尼妹”Sydney Sweeney在《GQ》杂志专访中回应参演《蜘蛛夫人》口碑票房双扑街，她表示即使结果不尽人意，但为自己带来了新的机遇。她说：“对我来说，《蜘蛛夫人》是一块基石，没有它我就不会与索尼高层建立关系，正因为我接了《蜘蛛夫人》，我才能有票房大卖的《只想爱你》。”据悉，《只想爱你》由悉尼妹制作，成本仅2500万美元的情况下，全球票房达到2.15亿美元。,娱乐
#米高梅发声明否认火星哥欠赌债# 19日，米高梅国际度假村发声明否认“火星哥”Bruno Mars欠赌债。声明中称，米高梅与火星哥合作关系长久，建立在双方相互尊重的基础之上，其他猜测都是错的，他与米高梅没有任何债务关系。据悉，火星哥2016年以来一直在拉斯维加斯驻唱演出，与米高梅建立多年合作关系。 ,娱乐
"【0-9时要闻回顾】#李惠利吴世勋裴秀智毕业合照#网页链接
 #韩瑞希又来了#网页链接
 #聂可以自曝在女团被集体霸凌#网页链接
 #Selina带儿子逛公园#网页链接
  
《碟中谍8》路透
网页链接
 ",娱乐
#郑俊英刑满释放# 19日据韩媒，郑俊英服刑结束后出狱，戴着口罩帽子低调离开。据悉，郑俊英涉嫌与崔钟训等人集体性侵女性、多次在聊天群里分享自己偷拍的性相关视频，最终于2020年9月被判处有期徒刑5年。 ,娱乐
#外媒曝凯特王妃现身视频# 19日据TMZ&《太阳报》，凯特王妃和威廉王子被拍到上周六一起在温莎农贸市场购物，视频中二人有说有笑。主持人称：“她看起来很好、很健康。” ,娱乐
#英国女歌手和一名强奸被告隐婚生女# 据外媒，英国女歌手Anne-Marie被爆料和涉嫌强奸的说唱歌手Slowthai隐婚生女。Anne-Marie和Slowthai两年前秘密结婚，她在巡演期间休息了八周，趁机去拉斯维加斯结婚。她怀孕后一直没公开，女儿在上个月出生取名为“seven”。据悉，2023年5月，Slowthai被控演唱会结束后两次强奸同一名女子； 6月Slowthai出席庭审，对两项指控不认罪；官司在今年7月1日再将开庭。,娱乐
"【17-24时要闻回顾】#长风破浪导演选择王一博的原因#网页链接
网友偶遇陈建斌蒋勤勤牵手看展
网页链接
日本歌手酸欠少女Sayuri结婚
网页链接#杨幂戴了好多手串#晒下班打卡照
网页链接#大S家保姆直播带货#网页链接
 ",娱乐
"#孙锡久如何判断这事能成##孙锡久唯一可以自豪的东西# 演员孙锡久在节目中回应自己成为韩国男同性恋者票选最喜欢的男艺人第一名的感受，表示“几乎是我唯一可以自豪的东西”，“因为男同朋友们很懂潮流，只要这些朋友们喜欢，这事基本能成。”
（翻译cr看韩影） 
新浪娱乐的微博视频
 ",娱乐
"#夏之光彩票代刮##夏之光你人还怪好的嘞# 粉丝晒出给@X玖少年团夏之光 送手写信和刮刮乐的视频，再见面的时候问有没有中奖，夏之光回答“中了十块钱”还把中奖的刮刮乐还给粉丝。夏之光你人还怪好的嘞
（视频cr水印） 
新浪娱乐的微博视频
 ",娱乐
"#天塌下来有潘樾的嘴顶着##鞠婧祎醉酒戏演技#《花间令》杨采薇@鞠婧祎 和卓澜江@李歌洋Lee 喝了酒回到县衙被潘樾@Mr_刘学义 抓了个现行，潘樾醋意大发冷言冷语后转身离开。明明刚刚还急得团团转，发动所有人去找采薇，见到人了怎么还嘴硬。还好身边人都长了嘴，不然采薇要怎么知道你的用心呀~
 
新浪娱乐的微博视频",娱乐
"#马丽说emo了得找张艺谋##沈腾说为抬高自己曾假装emo# @沈腾 @演员马丽 被问到私下里emo的时候怎么办，马丽一语双关：“那我们得找张艺谋导演。”沈腾还分享了自己因为听说某喜剧大师现实生活中很抑郁，为了抬高自己装了一段时间emo，台下爆笑。你们沈马组合怎么聊个emo的话题也全都是笑点啊！
 ",娱乐
"#林更新又双叒落水了##与凤行楚乔传梦幻联动上了# 《与凤行》行云@林更新 一个没站稳又双叒掉进水里了，还好沈璃@赵丽颖 豁出去了跳水相救，只是这救人的打开方式怎么不对劲，沈璃薅着头发就是游，行云相想呼救却发不出声。网友：七年了，宇文玥终于被捞上来了，怎么不算梦幻联动呢~
 
新浪娱乐的微博视频",娱乐
#旧爱浪# 2018年《燃烧》，全钟瑞饰演申惠美。“我也想像那片晚霞一样消失不见，很害怕死亡，如果能像本就不存在一样消失就好了。” #不可能的婚礼# ,娱乐
"#阿乐辣评bot# X #如何在合影里一秒找到i人# 
近日，@梁朝偉 出席香港电影导演会，凭借电影《金手指》夺得最佳男主角。在晚宴上他成为合照“打卡点”，被不少前后辈争相合影，其中组合P1X3L晒出的合影中，梁朝伟拳头握紧，嘴角拉紧，看起来快碎了。网友辣评：梁朝伟示范了如何在合影里一秒找到i人。 ",娱乐
#韩素希恋情风波后首现身##韩素希戒指# 据韩媒，18日下午韩国演员韩素希在完成海外行程后于抵达仁川国际机场，她身穿黑色牛仔裤和彩色开衫，对着镜头露出笑容，左手无名指上还戴了戒指。这是她恋情公开后的首次露面。 #韩素希回国了# ,娱乐
#钱人豪诉周处除三害抄袭案初步结果##周处除三害片方被申请三千万财产假扣押# 据台媒，导演@钱人豪 发文透露诉《周处除三害》抄袭案最新进展，钱人豪可向对方申请执行新台币3000万（约680万人民币）财产假扣押。今天下午他也前往法院递交了申请书。此前，钱人豪起诉《周处除三害》片方涉嫌抄袭自己的剧本。,娱乐
"【9-17时要闻回顾】#钱人豪诉周处除三害抄袭案初步结果#网页链接#贾静雯为波妞庆7岁生日# 萧敬腾惊喜亮相
网页链接
又在秀恩爱！#荷兰弟默默为赞达亚拍照#网页链接
《小苹果》裴涩琪怀孕
网页链接
刘亦菲时尚芭莎四月刊预告
网页链接",娱乐
"#阿乐今日问#：《小鱼儿与花无缺》小仙女——柏雪、《爱情公寓》林宛瑜——赵霁、《楚留香传奇》柳无眉——穆婷婷、《少年包青天》公孙策——任泉……惊艳了童年的人却悄悄淡出演艺圈，谁是你的#退圈意难平#？  
 
网页链接
 ",娱乐
"#陈狄克曾被称为TVB黑帮王# TVB证实“黑帮王”#陈狄克离世#。他曾凭借精湛的“黑帮”演技收获另类演技王称号，笑说在生活中也会不经意习惯大声说话，还附赠上“大哥”表情。
他用“黑帮”语气说获奖感言：“到现在才颁奖给我，是不是太晚了？记住我是黑帮王陈狄克！”#阿乐时光机# 
新浪娱乐的微博视频",娱乐
"#李惠利道歉##李惠利柳俊烈什么时候分的手# 18日，李惠利就柳俊烈韩素希恋情引发的热议道歉。她透露在去年11月被曝分手新闻后，有和柳俊烈进行过一次对话，但之后就再也没有联系。但由于对话内容十分私人，所以她也无法直接向大众解释。#阿乐今日问#：看到这个新闻，你想说？ 
 
网页链接
 ",娱乐
#李惠利发长文回应##李惠利道歉# 18日，李惠利发文道歉，表示今后会慎重发言：“过去这几天因为我个人感情所产生的争议，我没有想到我个人的行为会带来这么大的影响，我真心道歉。” 李惠利表示去年11月分手后，和柳俊烈进行了谈话，但自此再无联系，时隔4个月看到新闻，自己没有以“演员李惠利”的身份理性对待，而是以“李惠利本人”表达了对这件事的看法，为瞬间产生的情绪向大家道歉。,娱乐
#亲友为李惠利发声# 18日据韩媒，李惠利亲友发声：“两人7~8年来一直互相珍惜，认真交往，现在因为分手时间和最近的事情被重新讨论，成为众矢之的因此非常辛苦。”知情人士透露：李惠利和柳俊烈2023年3月关系开始疏远，期间掺杂争吵、和好；2023年9月~10月谈到分手，11月正式分手。该知情人士还解释2022年惠利生日时，柳俊烈曾给她开派对庆祝，但上次生日惠利在拍电影，根本就没有开生日派对，因此柳俊烈没有参加惠利生日不是事实。,娱乐
#陈狄克因病去世##陈狄克离世# 18日据港媒，TVB证实无线绿叶王陈狄克于上周五（3月15日）因病去世，享年76岁。据透露，陈狄克日前在家中感到不适送医院，最后在医院离世。生前主要作品有《万水千山总是情》《射雕英雄传》《鹿鼎记》《使徒行者》等。 ,娱乐
#午间话题# 王祖贤、柏雪、渡边麻友、@穆婷婷Monica、@郭珍霓 、杨蕊@杨小蕊、@赵霁、@任泉、@徐正溪Jeremy、@沈傲君、@TF家族-刘志宏、@Kate_Tsui_徐子珊 ……谁是你的#退圈意难平#？ ,娱乐
"#阿乐时光机##李惠利综艺撒娇名场面# 又想起李惠利在《真正的男人》上的撒娇名场面↓
惠利：“辛……辛苦……”
教官：“好好说话！”
惠利：“辛苦……您……”
教官：“不要哭！”
惠利：“嘤嘤嘤……”
让教官绽放牙花子的撒娇真的太可爱了！！#柳俊烈李惠利分手细节# 
新浪娱乐的微博视频",娱乐
#韩素希公司声明##韩素希经纪公司将起诉# 18日据韩媒，韩素希经纪公司将对损害艺人名誉的行为进行起诉。经纪公司表示：作为演员之前，她是一个人，恶意的推测让她内心非常艰难，对于任何诋毁和损害艺人名誉的行为，将进行严厉回应。 ,娱乐
"【午间娱乐播报】#赵露思和刘宇宁酒吧聚会#网页链接
 #贾静雯修杰楷一家游迪士尼#网页链接
 #刘学义郑合惠子CP感#好强
网页链接
 #林智妍车珠英合照#网页链接
 
李嫣穿皮草与闺蜜合照
网页链接
 ",娱乐
"#阿乐留声机# “你说这是合理的怀疑 oh ya~你说这是爱我的证明 oh ya~超强占有欲，别自己骗自己，我要用冷暴力冷冻你，OK !”——《冷暴力》蔡依林 
新浪娱乐的微博视频
 ",娱乐
